Ticket ID,Customer Name,text,emotion,Technical Details
TKT01611,Customer1611,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Satellite, Speed Test: 189 Mbps down / 92 Mbps up, Router: Google Nest WiFi"
TKT01612,Customer1612,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Fiber, Speed Test: 493 Mbps down / 53 Mbps up, Router: Google Nest WiFi"
TKT01613,Customer1613,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Cable, Speed Test: 256 Mbps down / 52 Mbps up, Router: Linksys Velop"
TKT01614,Customer1614,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Cable, Speed Test: 433 Mbps down / 5 Mbps up, Router: Netgear Nighthawk"
TKT01615,Customer1615,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: DSL, Speed Test: 457 Mbps down / 86 Mbps up, Router: Linksys Velop"
TKT01616,Customer1616,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Cable, Speed Test: 80 Mbps down / 38 Mbps up, Router: Google Nest WiFi"
TKT01617,Customer1617,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: DSL, Speed Test: 421 Mbps down / 96 Mbps up, Router: Linksys Velop"
TKT01618,Customer1618,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: DSL, Speed Test: 395 Mbps down / 58 Mbps up, Router: Linksys Velop"
TKT01619,Customer1619,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: DSL, Speed Test: 239 Mbps down / 86 Mbps up, Router: ISP Provided Modem"
TKT01620,Customer1620,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Satellite, Speed Test: 158 Mbps down / 48 Mbps up, Router: Linksys Velop"
TKT01621,Customer1621,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Satellite, Speed Test: 349 Mbps down / 61 Mbps up, Router: Google Nest WiFi"
TKT01622,Customer1622,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Fiber, Speed Test: 387 Mbps down / 43 Mbps up, Router: TP-Link Archer"
TKT01623,Customer1623,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Satellite, Speed Test: 3 Mbps down / 27 Mbps up, Router: Google Nest WiFi"
TKT01624,Customer1624,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Cable, Speed Test: 114 Mbps down / 89 Mbps up, Router: Linksys Velop"
TKT01625,Customer1625,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Fiber, Speed Test: 375 Mbps down / 44 Mbps up, Router: Linksys Velop"
TKT01626,Customer1626,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Satellite, Speed Test: 12 Mbps down / 81 Mbps up, Router: Google Nest WiFi"
TKT01627,Customer1627,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: DSL, Speed Test: 22 Mbps down / 79 Mbps up, Router: Google Nest WiFi"
TKT01628,Customer1628,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Fiber, Speed Test: 204 Mbps down / 98 Mbps up, Router: Linksys Velop"
TKT01629,Customer1629,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Satellite, Speed Test: 318 Mbps down / 33 Mbps up, Router: TP-Link Archer"
TKT01630,Customer1630,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Cable, Speed Test: 6 Mbps down / 10 Mbps up, Router: TP-Link Archer"
TKT01631,Customer1631,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Cable, Speed Test: 306 Mbps down / 44 Mbps up, Router: TP-Link Archer"
TKT01632,Customer1632,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Cable, Speed Test: 60 Mbps down / 20 Mbps up, Router: ISP Provided Modem"
TKT01633,Customer1633,"Customer: I have called multiple times, and my issue is still unresolved!
Agent: I sincerely apologize. Let me escalate this to a higher support tier.",Frustration,"Connection Type: DSL, Speed Test: 207 Mbps down / 97 Mbps up, Router: Google Nest WiFi"
TKT01634,Customer1634,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Satellite, Speed Test: 174 Mbps down / 59 Mbps up, Router: ISP Provided Modem"
TKT01635,Customer1635,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Cable, Speed Test: 201 Mbps down / 24 Mbps up, Router: TP-Link Archer"
TKT01636,Customer1636,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: Fiber, Speed Test: 76 Mbps down / 93 Mbps up, Router: Netgear Nighthawk"
TKT01637,Customer1637,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Cable, Speed Test: 497 Mbps down / 87 Mbps up, Router: Linksys Velop"
TKT01638,Customer1638,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: DSL, Speed Test: 271 Mbps down / 69 Mbps up, Router: Google Nest WiFi"
TKT01639,Customer1639,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Fiber, Speed Test: 255 Mbps down / 15 Mbps up, Router: Linksys Velop"
TKT01640,Customer1640,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: DSL, Speed Test: 352 Mbps down / 34 Mbps up, Router: TP-Link Archer"
TKT01641,Customer1641,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Cable, Speed Test: 158 Mbps down / 16 Mbps up, Router: Google Nest WiFi"
TKT01642,Customer1642,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Fiber, Speed Test: 460 Mbps down / 94 Mbps up, Router: Linksys Velop"
TKT01643,Customer1643,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: Fiber, Speed Test: 290 Mbps down / 68 Mbps up, Router: ISP Provided Modem"
TKT01644,Customer1644,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Satellite, Speed Test: 271 Mbps down / 29 Mbps up, Router: TP-Link Archer"
TKT01645,Customer1645,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Fiber, Speed Test: 489 Mbps down / 86 Mbps up, Router: Netgear Nighthawk"
TKT01646,Customer1646,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Satellite, Speed Test: 87 Mbps down / 30 Mbps up, Router: Linksys Velop"
TKT01647,Customer1647,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Fiber, Speed Test: 259 Mbps down / 87 Mbps up, Router: TP-Link Archer"
TKT01648,Customer1648,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Cable, Speed Test: 36 Mbps down / 23 Mbps up, Router: TP-Link Archer"
TKT01649,Customer1649,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Fiber, Speed Test: 104 Mbps down / 3 Mbps up, Router: ISP Provided Modem"
TKT01650,Customer1650,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: DSL, Speed Test: 381 Mbps down / 68 Mbps up, Router: Netgear Nighthawk"
TKT01651,Customer1651,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: DSL, Speed Test: 165 Mbps down / 17 Mbps up, Router: Google Nest WiFi"
TKT01652,Customer1652,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Satellite, Speed Test: 211 Mbps down / 81 Mbps up, Router: TP-Link Archer"
TKT01653,Customer1653,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: DSL, Speed Test: 305 Mbps down / 77 Mbps up, Router: Linksys Velop"
TKT01654,Customer1654,"Customer: Why is my speed so slow even after upgrading my plan?!
Agent: Let me run a speed test and check your network traffic.",Frustration,"Connection Type: Fiber, Speed Test: 342 Mbps down / 10 Mbps up, Router: TP-Link Archer"
TKT01655,Customer1655,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Satellite, Speed Test: 480 Mbps down / 29 Mbps up, Router: TP-Link Archer"
TKT01656,Customer1656,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: Fiber, Speed Test: 89 Mbps down / 32 Mbps up, Router: TP-Link Archer"
TKT01657,Customer1657,"Customer: My internet keeps disconnecting! I reboot the router, but it still happens.
Agent: I understand your frustration. Let’s check your connection stability.",Frustration,"Connection Type: DSL, Speed Test: 32 Mbps down / 58 Mbps up, Router: ISP Provided Modem"
TKT01658,Customer1658,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Fiber, Speed Test: 398 Mbps down / 80 Mbps up, Router: Netgear Nighthawk"
TKT01659,Customer1659,"Customer: My internet keeps disconnecting! I reboot the router, but it still happens.
Agent: I understand your frustration. Let’s check your connection stability.",Frustration,"Connection Type: Fiber, Speed Test: 357 Mbps down / 46 Mbps up, Router: ISP Provided Modem"
TKT01660,Customer1660,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: Cable, Speed Test: 40 Mbps down / 37 Mbps up, Router: ISP Provided Modem"
TKT01661,Customer1661,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Satellite, Speed Test: 358 Mbps down / 4 Mbps up, Router: Netgear Nighthawk"
TKT01662,Customer1662,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Fiber, Speed Test: 112 Mbps down / 39 Mbps up, Router: Google Nest WiFi"
TKT01663,Customer1663,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Fiber, Speed Test: 420 Mbps down / 22 Mbps up, Router: Linksys Velop"
TKT01664,Customer1664,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Satellite, Speed Test: 447 Mbps down / 21 Mbps up, Router: Google Nest WiFi"
TKT01665,Customer1665,"Customer: I have called multiple times, and my issue is still unresolved!
Agent: I sincerely apologize. Let me escalate this to a higher support tier.",Frustration,"Connection Type: Fiber, Speed Test: 441 Mbps down / 100 Mbps up, Router: Netgear Nighthawk"
TKT01666,Customer1666,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Satellite, Speed Test: 300 Mbps down / 68 Mbps up, Router: Google Nest WiFi"
TKT01667,Customer1667,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Satellite, Speed Test: 235 Mbps down / 10 Mbps up, Router: Netgear Nighthawk"
TKT01668,Customer1668,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: DSL, Speed Test: 58 Mbps down / 84 Mbps up, Router: Linksys Velop"
TKT01669,Customer1669,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Cable, Speed Test: 81 Mbps down / 3 Mbps up, Router: Netgear Nighthawk"
TKT01670,Customer1670,"Customer: I have called multiple times, and my issue is still unresolved!
Agent: I sincerely apologize. Let me escalate this to a higher support tier.",Frustration,"Connection Type: Satellite, Speed Test: 138 Mbps down / 12 Mbps up, Router: Google Nest WiFi"
TKT01671,Customer1671,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: Fiber, Speed Test: 98 Mbps down / 74 Mbps up, Router: Google Nest WiFi"
TKT01672,Customer1672,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Fiber, Speed Test: 341 Mbps down / 82 Mbps up, Router: Linksys Velop"
TKT01673,Customer1673,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: DSL, Speed Test: 205 Mbps down / 85 Mbps up, Router: ISP Provided Modem"
TKT01674,Customer1674,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Cable, Speed Test: 479 Mbps down / 86 Mbps up, Router: ISP Provided Modem"
TKT01675,Customer1675,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Cable, Speed Test: 482 Mbps down / 62 Mbps up, Router: Linksys Velop"
TKT01676,Customer1676,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Satellite, Speed Test: 185 Mbps down / 100 Mbps up, Router: Google Nest WiFi"
TKT01677,Customer1677,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: DSL, Speed Test: 131 Mbps down / 69 Mbps up, Router: Linksys Velop"
TKT01678,Customer1678,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: DSL, Speed Test: 239 Mbps down / 67 Mbps up, Router: TP-Link Archer"
TKT01679,Customer1679,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Satellite, Speed Test: 65 Mbps down / 3 Mbps up, Router: TP-Link Archer"
TKT01680,Customer1680,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Satellite, Speed Test: 157 Mbps down / 22 Mbps up, Router: TP-Link Archer"
TKT01681,Customer1681,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Cable, Speed Test: 49 Mbps down / 23 Mbps up, Router: Netgear Nighthawk"
TKT01682,Customer1682,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Cable, Speed Test: 245 Mbps down / 95 Mbps up, Router: Netgear Nighthawk"
TKT01683,Customer1683,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: Fiber, Speed Test: 499 Mbps down / 18 Mbps up, Router: Netgear Nighthawk"
TKT01684,Customer1684,"Customer: My internet keeps disconnecting! I reboot the router, but it still happens.
Agent: I understand your frustration. Let’s check your connection stability.",Frustration,"Connection Type: Fiber, Speed Test: 117 Mbps down / 42 Mbps up, Router: TP-Link Archer"
TKT01685,Customer1685,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Satellite, Speed Test: 203 Mbps down / 67 Mbps up, Router: Netgear Nighthawk"
TKT01686,Customer1686,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Fiber, Speed Test: 62 Mbps down / 58 Mbps up, Router: TP-Link Archer"
TKT01687,Customer1687,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Cable, Speed Test: 468 Mbps down / 57 Mbps up, Router: ISP Provided Modem"
TKT01688,Customer1688,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Satellite, Speed Test: 273 Mbps down / 79 Mbps up, Router: Linksys Velop"
TKT01689,Customer1689,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Satellite, Speed Test: 410 Mbps down / 95 Mbps up, Router: Netgear Nighthawk"
TKT01690,Customer1690,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Fiber, Speed Test: 419 Mbps down / 47 Mbps up, Router: ISP Provided Modem"
TKT01691,Customer1691,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: Cable, Speed Test: 313 Mbps down / 45 Mbps up, Router: ISP Provided Modem"
TKT01692,Customer1692,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: DSL, Speed Test: 491 Mbps down / 25 Mbps up, Router: Google Nest WiFi"
TKT01693,Customer1693,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: DSL, Speed Test: 151 Mbps down / 52 Mbps up, Router: Netgear Nighthawk"
TKT01694,Customer1694,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Fiber, Speed Test: 489 Mbps down / 74 Mbps up, Router: Google Nest WiFi"
TKT01695,Customer1695,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Fiber, Speed Test: 50 Mbps down / 10 Mbps up, Router: Google Nest WiFi"
TKT01696,Customer1696,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Fiber, Speed Test: 199 Mbps down / 10 Mbps up, Router: Linksys Velop"
TKT01697,Customer1697,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: DSL, Speed Test: 125 Mbps down / 90 Mbps up, Router: Linksys Velop"
TKT01698,Customer1698,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Cable, Speed Test: 102 Mbps down / 3 Mbps up, Router: TP-Link Archer"
TKT01699,Customer1699,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Fiber, Speed Test: 378 Mbps down / 96 Mbps up, Router: Google Nest WiFi"
TKT01700,Customer1700,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Satellite, Speed Test: 177 Mbps down / 41 Mbps up, Router: Netgear Nighthawk"
TKT01701,Customer1701,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Satellite, Speed Test: 418 Mbps down / 27 Mbps up, Router: ISP Provided Modem"
TKT01702,Customer1702,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: DSL, Speed Test: 208 Mbps down / 6 Mbps up, Router: Google Nest WiFi"
TKT01703,Customer1703,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Satellite, Speed Test: 391 Mbps down / 68 Mbps up, Router: ISP Provided Modem"
TKT01704,Customer1704,"Customer: I have called multiple times, and my issue is still unresolved!
Agent: I sincerely apologize. Let me escalate this to a higher support tier.",Frustration,"Connection Type: Cable, Speed Test: 449 Mbps down / 44 Mbps up, Router: ISP Provided Modem"
TKT01705,Customer1705,"Customer: Why is my speed so slow even after upgrading my plan?!
Agent: Let me run a speed test and check your network traffic.",Frustration,"Connection Type: Cable, Speed Test: 246 Mbps down / 6 Mbps up, Router: ISP Provided Modem"
TKT01706,Customer1706,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Satellite, Speed Test: 89 Mbps down / 61 Mbps up, Router: Netgear Nighthawk"
TKT01707,Customer1707,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: Satellite, Speed Test: 467 Mbps down / 12 Mbps up, Router: ISP Provided Modem"
TKT01708,Customer1708,"Customer: My internet keeps disconnecting! I reboot the router, but it still happens.
Agent: I understand your frustration. Let’s check your connection stability.",Frustration,"Connection Type: Cable, Speed Test: 404 Mbps down / 11 Mbps up, Router: ISP Provided Modem"
TKT01709,Customer1709,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: DSL, Speed Test: 165 Mbps down / 42 Mbps up, Router: Netgear Nighthawk"
TKT01710,Customer1710,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: DSL, Speed Test: 49 Mbps down / 99 Mbps up, Router: Linksys Velop"
TKT01711,Customer1711,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Satellite, Speed Test: 191 Mbps down / 69 Mbps up, Router: Google Nest WiFi"
TKT01712,Customer1712,"Customer: Your support team told me this would be fixed a week ago, but nothing has changed!
Agent: I sincerely apologize. Let me check the status and push for a resolution.",Disappointment,"Connection Type: DSL, Speed Test: 198 Mbps down / 77 Mbps up, Router: ISP Provided Modem"
TKT01713,Customer1713,"Customer: I’ve had repeated outages despite multiple technician visits. This is unacceptable.
Agent: I’m really sorry for the inconvenience. Let me escalate your case for priority handling.",Disappointment,"Connection Type: Fiber, Speed Test: 402 Mbps down / 29 Mbps up, Router: Google Nest WiFi"
TKT01714,Customer1714,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Cable, Speed Test: 177 Mbps down / 5 Mbps up, Router: ISP Provided Modem"
TKT01715,Customer1715,"Customer: I have called multiple times, and my issue is still unresolved!
Agent: I sincerely apologize. Let me escalate this to a higher support tier.",Frustration,"Connection Type: Fiber, Speed Test: 444 Mbps down / 46 Mbps up, Router: TP-Link Archer"
TKT01716,Customer1716,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Fiber, Speed Test: 30 Mbps down / 50 Mbps up, Router: Google Nest WiFi"
TKT01717,Customer1717,"Customer: My router just stopped working, and I have an important meeting in 10 minutes!
Agent: Let’s try a quick reset. If that doesn’t work, I’ll arrange for a replacement.",Urgency,"Connection Type: DSL, Speed Test: 334 Mbps down / 53 Mbps up, Router: Google Nest WiFi"
TKT01718,Customer1718,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Cable, Speed Test: 53 Mbps down / 13 Mbps up, Router: Linksys Velop"
TKT01719,Customer1719,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: DSL, Speed Test: 2 Mbps down / 39 Mbps up, Router: TP-Link Archer"
TKT01720,Customer1720,"Customer: What’s the difference between static and dynamic IP? Do I need to change anything?
Agent: Good question! A static IP remains the same, while a dynamic one changes over time.",Confusion,"Connection Type: Fiber, Speed Test: 330 Mbps down / 10 Mbps up, Router: Linksys Velop"
TKT01721,Customer1721,"Customer: Your technician was very professional and fixed my issue in no time.
Agent: We appreciate your feedback! Have a great day!",Satisfaction,"Connection Type: DSL, Speed Test: 289 Mbps down / 45 Mbps up, Router: TP-Link Archer"
TKT01722,Customer1722,"Customer: My internet is completely down! I work from home, and I need this fixed now!
Agent: I understand. Let me check if there is an outage in your area.",Urgency,"Connection Type: Satellite, Speed Test: 381 Mbps down / 39 Mbps up, Router: Netgear Nighthawk"
TKT01723,Customer1723,"Customer: I don’t understand how to set up my new modem. The instructions are unclear.
Agent: No worries! I’ll guide you through the setup step by step.",Confusion,"Connection Type: Cable, Speed Test: 318 Mbps down / 24 Mbps up, Router: Netgear Nighthawk"
TKT01724,Customer1724,"Customer: Wow! That was quick. My speed is back to normal. Thanks!
Agent: Glad to help! Let us know if you need anything else.",Satisfaction,"Connection Type: Cable, Speed Test: 137 Mbps down / 5 Mbps up, Router: Google Nest WiFi"
